币种,流通市值,全球指数,24H成交额,流通数量,24H涨幅
UBTC-比特联储,¥1.29亿,¥7.5604,¥237.28万,"1,711.6万*",+5.33%
BTN-比新链,¥1.23亿,¥0.2200,¥72602.01,5.6亿*,+0.01%
BPX-布勒人参,¥1.2亿,¥0.4154,¥128.75万,2.9亿*,0%
ABC-ABC.Chain,¥1.2亿,¥0.1821,--,6.6亿*,-12.91%
SMART-SmartCash,¥1.2亿,¥0.1136,¥163.62万,10.54亿,-1.44%
PMA-PumaPay,¥1.19亿,¥0.005691,"¥1,036.46万",209.23亿,-0.59%
RCO-R币,¥1.15亿,¥16.4403,--,700万,-3.62%
SAFE-安网币,¥1.14亿,¥6.0768,¥116.86万,"1,880万*",+3.63%
EDR-Endor Protocol,¥1.14亿,¥0.2166,¥354.21万,5.26亿,+7.37%
DLB-数链,¥1.14亿,¥0.1083,¥71.52万,10.5亿*,+5.33%
NLF-New Life,¥1.12亿,¥1.1201,--,1亿*,0%
GO-GoChain,¥1.11亿,¥0.1691,¥675.76万,6.55亿*,+8.54%
BF-BitForex Token,¥1.1亿,¥0.049823,¥970.24万,22.14亿*,+1.53%
SMARTUP-SmartUp,¥1.1亿,¥0.1096,¥176.49万,10亿*,-0.02%
NASH-纳希币,¥1.07亿,¥0.001529,¥47.06万,700亿*,+13.55%
TCT-TokenClub,¥1.07亿,¥0.1677,¥148.84万,6.37亿,-2.50%
BTP-比特支付,¥1.01亿,¥0.5955,¥459.46万,1.7亿*,-13.62%
CET-CoinEx Token,¥1.01亿,¥0.032046,--,31.5亿*,+5.17%
OSA-OSA,"¥9,886.45万",¥0.3103,¥850.65万,3.19亿,+12.72%
XET-永恒代币,"¥9,309.73万",¥1.5403,¥20.88万,"6,044万*",-0.58%
APIS-APIS,"¥9,028.05万",¥0.018525,--,48.73亿,+1.54%
VITAE-Vitae,"¥8,995.64万",¥8.3337,¥92126.41,"1,079.43万",+24.98%
RC-Racecoin,"¥8,733.33万",¥0.2911,¥29827.41,3亿*,+86.91%
SBTC-超级比特币,"¥8,722.07万",¥4.9775,¥174.76万,"1,752.3万*",-13.58%
NRG-Energi,"¥8,461.28万",¥7.7598,¥55812.95,"1,090.4万",+5.99%
BCZERO-BCZERO,"¥8,318.09万",¥0.049553,¥88138.73,16.79亿,-0.41%
BZNT-Bezant,"¥8,257.97万",¥0.1645,¥419.55万,5.02亿,+1.68%
DATA-Streamr DATAcoin,"¥8,214.44万",¥0.1213,"¥2,237.97万",6.77亿,+10.60%
ICC-ICC,"¥8,154.52万",¥0.025483,¥76391.69,32亿*,-0.94%
QNT-Quant,"¥8,039.74万",¥8.2229,¥318.35万,977.72万,-3.19%
BZ-Bit-Z Token,"¥8,024.74万",¥0.5884,¥2.23亿,1.36亿*,+1.88%
MAN-MATRIX,"¥7,600.73万",¥0.5067,¥779.2万,1.5亿,+14.61%
OST-OST,"¥7,330.74万",¥0.1679,¥211.81万,4.37亿,+3.84%
AT-ABCC Token,"¥7,312.56万",¥0.6964,--,1.05亿*,+0.52%
TCH-Tiger Cash,"¥7,316.4万",¥0.1089,"¥3,360.19万",6.72亿*,+5.44%
GSE-GSENetwork,"¥7,303.57万",¥0.007304,¥15.42万,100亿*,-0.29%
NOAH-Noah Coin,"¥7,273.49万",¥0.002225,¥80.6万,326.88亿,+7.34%
AFC-信用链,"¥7,204.94万",¥0.6550,¥13.93万,1.1亿*,+40.80%
DDD-Scry,"¥7,033.6万",¥0.1598,¥664.05万,4.4亿*,-2.33%
RHOC-RChain,"¥6,956.76万",¥0.1797,¥35.63万,3.87亿,+10.89%
LBTC-闪电比特币,"¥6,542.55万",¥18.1198,¥240.04万,361.07万*,+16.78%
ET-易能币,"¥6,480.17万",¥0.001080,--,600亿*,+12.52%
DEC-DEC,"¥6,405.06万",¥1.2426,¥91.52万,"5,154.38万",+3.33%
AUTO-Q博智能币,"¥6,394.4万",¥0.010190,"¥1,167.05万",62.75亿*,+0.59%
AMO-AMO Coin,"¥6,292.07万",¥0.007013,¥103.69万,89.72亿,-2.68%
ECO-E币,"¥5,984.42万",¥0.026597,--,22.5亿*,+0.13%
CPT-Cryptaur,"¥5,913.8万",¥0.008051,¥89543.65,73.45亿,+7.86%
XMC-Monero Classic,"¥5,660.22万",¥3.5756,¥16985.05,"1,583万*",+3.31%
CHX-Own,"¥5,597.5万",¥0.7698,¥147.66万,"7,271.21万",+4.79%
CAM-中企矩阵,"¥5,503.63万",¥0.7338,"¥1,313.15万","7,500万*",-0.19%
SKB-Sakura Bloom,"¥5,357.26万",¥0.020741,¥326.62万,25.83亿,+10.25%
SCRL-Scroll,"¥5,209.73万",¥0.2594,¥123.84万,2.01亿,+2.37%
NCASH-Nucleus Vision,"¥5,197.36万",¥0.011755,¥260.42万,44.21亿*,+5.47%
WWB-Wowbit,"¥5,154.99万",¥0.1856,--,2.78亿,+1.75%
APL-Apollo Currency,"¥5,115.44万",¥0.003483,¥37.29万,146.85亿*,+3.97%
MTN-Motion,"¥5,036.8万",¥0.1199,¥45.09万,4.2亿*,+1.63%
TDP-TrueDeck Platform,"¥5,006.43万",¥4.9837,¥277.82万,"1,004.55万",+6.48%
INS-Insolar,"¥4,988.06万",¥1.5348,¥519.73万,"3,250万",+1.62%
BOX-BOX,"¥4,938.4万",¥0.6173,"¥1,357.79万","8,000万*",+4.58%
KAN-BitKan,"¥4,935.19万",¥0.009630,¥242.47万,51.25亿*,-0.42%
QNTU-QNTU,"¥4,850.54万",¥0.001657,¥52905.71,292.8亿,+6.18%
LBA-Cred,"¥4,804.85万",¥0.1035,¥287.69万,4.64亿,-0.69%
RTH-Rotharium,"¥4,713.43万",¥14.0395,¥41.59万,335.73万*,+12.23%
JNT-Jibrel Network,"¥4,637.06万",¥0.2898,¥28.79万,1.6亿*,-2.94%
ZIP-Zipper,"¥4,628.31万",¥0.002893,¥634.75万,160亿*,-0.73%
JAC-联招链,"¥4,589.82万",¥0.009180,¥10807.06,50亿*,+9.64%
FTM-Fantom,"¥4,585.89万",¥0.036109,"¥1,024.27万",12.7亿*,-0.70%
PHX-Red Pulse Phoenix,"¥4,582.41万",¥0.055237,¥219.94万,8.3亿*,+9.46%
HPC-算力坊,"¥4,471.44万",¥0.089429,¥457.26万,5亿,+0.83%
OLE-Olive,"¥4,461.75万",¥0.017847,¥10272.07,25亿,-35.92%
ATX-Aston,"¥4,402.08万",¥0.053423,¥572.91,8.24亿,+12.79%
NIX-NIX,"¥4,389.15万",¥1.0405,¥64747.53,"4,218.31万",+6.10%
SDA-六域链,"¥4,380.01万",¥0.035902,¥44.46万,12.2亿*,+2.53%
GIN-GINcoin,"¥4,318.74万",¥9.7715,¥24.77万,441.97万,+3.36%
SINOC-新诺科,"¥4,317.76万",¥0.068536,¥11.48万,6.3亿,+6.45%
MGD-羊驼币,"¥4,299.74万",¥0.3937,--,1.09亿*,+27.40%
ACG-艺术全球,"¥4,270.27万",¥0.030502,--,14亿*,-6.57%
DEW-DEW,"¥4,222.7万",¥0.4090,¥183.35万,1.03亿,+3.30%
MFT-Mainframe,"¥4,204.83万",¥0.019432,¥981.75万,21.64亿,+3.05%
LYL-LoyalCoin,"¥4,180.61万",¥0.007809,¥20310.97,53.54亿,+9.53%
PNT-梵塔网络,"¥4,153.15万",¥0.002307,¥149.18万,180亿,+1.08%
HLC-绿色食品链,"¥4,145.38万",¥0.082908,¥91.62万,5亿,+7.01%
COSM-Cosmo Coin,"¥4,144.49万",¥0.061786,¥18.79万,6.71亿,-9.91%
MXC-MXC,"¥4,110.63万",¥0.051416,¥866.92万,7.99亿*,-1.07%
KEY-Selfkey,"¥4,089.28万",¥0.017785,¥90.41万,22.99亿,+5.41%
777-777,"¥4,070.61万",¥0.008141,--,50亿*,+9.72%
PAT-Patron,"¥4,047.64万",¥0.1462,¥817.38万,2.77亿,-12.01%
CGK-菠菜,"¥4,025.59万",¥0.1372,¥275.95万,2.93亿*,-7.08%
VIAT-ViaBTC Token,"¥4,011.77万",¥0.040118,--,10亿,-0.09%
YCC-原链,"¥3,851.16万",¥0.038512,¥246.22万,10亿*,+0.53%
ZT-ZBG Token,"¥3,792.66万",¥0.3793,--,1亿*,+1.70%
YTGM-亚太双子链,"¥3,745.24万",¥0.7490,--,"5,000万*",+81.98%
YKC-云开币,"¥3,678.52万",¥2.9858,¥547.85万,"1,232万*",+12.20%
ZZEX-ZZEX Coin,"¥3,644.53万",¥0.6074,--,"6,000万*",+0.37%
FOTA-Fortuna,"¥3,605.19万",¥0.089297,¥191.15万,4.04亿*,-8.35%
DAPS-DAPS Token,"¥3,599.94万",¥0.000690,¥47553.55,521.68亿,+36.34%
PMD-金字塔,"¥3,600万",¥0.1800,--,2亿*,-9.03%
DERO-Dero,"¥3,551.38万",¥5.9834,¥778.21万,593.54万,+2.31%
GST-GrEARN,"¥3,470.82万",¥0.028924,¥295.08,12亿*,+2.02%
YOU-YOU Token,"¥3,440.42万",¥0.032274,¥261.85万,10.66亿,+4.58%
UCTT-UCTT,"¥3,358.95万",¥0.016795,--,20亿,+10.46%
CET-畅思币,"¥3,335万",¥0.048757,--,6.84亿*,+18.04%
BCV-币威,"¥3,295.95万",¥0.036622,¥863.63万,9亿*,-2.64%
EOSC-EOS原力,"¥3,270.34万",¥0.032703,¥15.35万,10亿*,+12.55%
RFR-Refereum,"¥3,260.29万",¥0.013769,¥490.03万,23.68亿,+1.66%
POA-POA Network,"¥3,254.29万",¥0.1841,¥109.51万,1.77亿*,+7.62%
TRIO-Tripio,"¥3,235.89万",¥0.018491,¥226.86万,17.5亿*,-1.30%
NKN-NKN,"¥3,236.14万",¥0.092461,¥57.64万,3.5亿,+19.29%
META-Metadium,"¥3,179.76万",¥0.029290,¥165.02万,10.86亿,+2.22%
SPC-太空链,"¥3,169.45万",¥0.062146,¥173.96万,5.1亿,-20.35%
BIT-币神,"¥3,100.03万",¥0.1550,¥6834.27,2亿*,-3.11%
HUM-Humanscape,"¥3,097.49万",¥0.000958,¥12.56万,323.24亿*,+3.74%
XDAG-Dagger,"¥3,080.49万",¥0.065767,--,4.68亿,+3.26%
BUC-Bit Union Coin,"¥3,060.73万",¥0.032911,¥11657.87,9.3亿*,+4.32%
BEU-教育生态链,"¥3,034.41万",¥0.075860,¥3861.82,4亿*,-5.95%
ECOM-Omnitude,"¥3,022.77万",¥0.5805,¥66.63万,"5,207.51万",+5.03%
ACC-ACChain,"¥3,002.31万",¥0.1472,¥1.4718,2.04亿*,+2.17%
DTA-DATA,"¥2,990.78万",¥0.006502,¥345.96万,46亿,+9.06%
PLY-PlayCoin [ERC20],"¥2,976.89万",¥0.2029,¥128.5万,1.47亿,+0.53%
USE-Usechain Token,"¥2,967.78万",¥0.008480,¥48.27万,35亿*,+11.40%
EKT-通用积分,"¥2,943.96万",¥0.034635,¥60.99万,8.5亿*,+12.21%
XHV-Haven,"¥2,937.62万",¥4.5933,¥41.15万,639.55万*,+6.41%
PAC-Paccoin,"¥2,842.33万",¥0.005956,¥229.39,47.72亿,+9.09%
CNN-CNN,"¥2,820.35万",¥0.000940,¥44.21万,300亿*,+5.57%
DOCK-Dock,"¥2,776.73万",¥0.063628,¥156.47万,4.36亿,+0.90%
CDR-数金币,"¥2,772.02万",¥0.3080,"¥3,450.92万","9,000万*",+0.67%
HORUS-HorusPay,"¥2,727.65万",¥0.031250,¥72396.68,8.73亿,-2.53%
GTC-G币,"¥2,706.3万",¥0.035542,¥474.17万,7.61亿*,+0.41%
ATN-ATN,"¥2,696.22万",¥0.3198,"¥2,753.01万","8,430.25万",+3.70%
CRYP-CrypticCoin,"¥2,694.36万",¥0.010592,--,25.44亿,-2.62%
ROX-Robotina,"¥2,648.61万",¥0.098622,¥98516.72,2.69亿,+3.84%
BPP-比特之光,"¥2,599.17万",¥0.051983,--,5亿*,-5.45%
PTN-PalletOne,"¥2,598.82万",¥0.064971,¥47.99万,4亿*,+1.41%
FTI-FANSTIME,"¥2,564.79万",¥0.006412,¥37.54万,40亿,+19.06%
SEELE-元一代币,"¥2,515.06万",¥0.035929,¥102.76万,7亿,-2.03%
GAT-Global AEX Token,"¥2,464.51万",¥0.003792,¥876.55万,65亿*,+11.87%
JEX-JEX Token,"¥2,440.98万",¥0.024410,¥76.91万,10亿*,+5.38%
CNET-Currency Network,"¥2,420.13万",¥0.2422,"¥5,836.54万","9,991.09万*",+8.00%
BWX-Blue Whale Token,"¥2,350.87万",¥0.000730,¥24.6万,322.06亿,-3.06%
DGX-Digix Gold Token,"¥2,275.9万",¥277.49,¥10.09万,82018,+0.73%
BRM-梵币,"¥2,230.99万",¥0.036026,¥48.41万,6.19亿,+5.92%
TTU-TaTaTu,"¥2,220.42万",¥0.2296,¥91323.71,"9,672.8万",+4.32%
INO-INO COIN,"¥2,164.07万",¥1.0820,"¥1,289.56万","2,000万",+1.50%
NCS-牛币,"¥2,164.76万",¥0.043295,¥90447.91,5亿*,+25.67%
YEE-亿币,"¥2,144.69万",¥0.010723,¥587.35万,20亿,+4.58%
TUBE-BitTube,"¥2,119.57万",¥0.2005,¥21.32万,1.06亿,-0.18%
SWFTC-速币,"¥2,118.73万",¥0.006054,¥477.92万,35亿,+7.35%
NCC-NCC,"¥2,077.48万",¥0.039481,¥14383.52,5.26亿*,+1.31%
ISC-I Chain,"¥2,047.01万",¥0.1950,¥36.38万,1.05亿*,-1.69%
SEC-社交电商链,"¥1,990.54万",¥0.073631,¥131.43万,2.7亿*,+36.88%
DIG-Dignity,"¥1,973.74万",¥0.037736,¥221.95万,5.23亿,-17.94%
AVH-AVH,"¥1,969.4万",¥0.003939,¥792.45,50亿,-18.08%
ZCN-0chain,"¥1,955.75万",¥0.4876,¥14.2万,"4,011.02万",+9.47%
IMT-Moneytoken,"¥1,951.35万",¥0.002069,¥23.73万,94.3亿,-0.44%
SINS-SafeInsure,"¥1,937.54万",¥18.4528,¥67.16万,105万*,-0.95%
ECOREAL-Eco Real Estate,"¥1,925.29万",¥0.1224,¥23845.90,1.57亿,-51.70%
HMC-Hi Mutual Society,"¥1,913.46万",¥0.047837,¥63.75万,4亿*,+5.81%
XEL-XEL,"¥1,882.14万",¥0.2053,¥41.61万,"9,167.63万*",+12.17%
ISR-Insureum,"¥1,874.62万",¥0.1076,¥101.72万,1.74亿*,+0.58%
HVN-Hiveterminal,"¥1,870.29万",¥0.045511,¥14641.74,4.11亿,+3.34%
PAI-PCHAIN Network,"¥1,842.4万",¥0.042201,¥106.99万,4.37亿*,+3.29%
EDN-Eden,"¥1,836.4万",¥0.022395,¥116.29万,8.2亿,+2.89%
EOSDAC-eosDAC,"¥1,834.74万",¥0.027767,"¥4,020.72万",6.61亿,-23.98%
CLO-Callisto Network,"¥1,824.66万",¥0.023773,¥46.76万,7.68亿,-11.17%
DX-DxChain Token,"¥1,811.53万",¥0.000725,¥49.61万,250亿*,+4.36%
NEWOS-传播链,"¥1,803.09万",¥0.005152,¥1040.15,35亿*,+15.36%
OC-海洋币,"¥1,752.99万",¥0.003187,¥45.86万,55亿*,+22.56%
BOC-宾果币,"¥1,739.01万",¥0.086951,¥8874.42,2亿,+11.41%
OF-福币,"¥1,726.16万",¥0.001686,¥101.11万,102.4亿*,-1.59%
AIDOC-天医,"¥1,725.94万",¥0.030820,¥743.84万,5.6亿,+10.71%
LIF-Winding Tree,"¥1,709.73万",¥0.8439,¥14661.75,"2,026.01万",-2.94%
BAAS-BaaSid,"¥1,696.57万",¥0.008079,¥18.96万,21亿,+8.20%
CHEX-CHEX,"¥1,682.04万",¥0.040048,¥49.3万,4.2亿,+10.93%
IOG-Playgroundz,"¥1,676.74万",¥0.5874,"¥1,299.19万","2,854.51万",-9.20%
BCAC-商信链,"¥1,655.42万",¥0.037383,¥18.84万,4.43亿,+1.89%
TST-雷石,"¥1,644.11万",¥0.020173,¥299.92,8.15亿*,+5.68%
MVL-MVL,"¥1,643.71万",¥0.003116,¥509.40,52.75亿,+29.45%
PAL-Pal Network,"¥1,635.97万",¥0.035611,¥161.47万,4.59亿,+6.94%
TTF-TTF,"¥1,620.33万",¥0.049803,--,3.25亿,+9.27%
HIT-HitChain,"¥1,591.49万",¥0.000676,¥342.22万,235.52亿,+3.05%
CEEK-CEEK VR,"¥1,579.99万",¥0.023025,¥22.74万,6.86亿,+4.03%
CSI-CSI,"¥1,568.16万",¥0.000224,¥28748.22,700亿*,-1.66%
KARMA-KARMA,"¥1,567.43万",¥0.004035,¥42303.77,38.84亿,-1.11%
OWN-OWNDATA,"¥1,567.34万",¥0.001425,¥78805.82,110亿,-5.48%
TMT-Traxia,"¥1,554.99万",¥0.031610,¥55.34万,4.92亿,+6.51%
LPC-Lightpaycoin,"¥1,544.42万",¥3.3361,¥67.73万,462.94万*,+1.65%
OTB-OTCBTC Token,"¥1,539.98万",¥0.1571,¥51758.12,"9,803.88万*",+6.08%
TPT-TokenPocket,"¥1,487.71万",¥0.014877,--,10亿*,+3.30%
HPT-Huobi Pool Token,"¥1,470.96万",¥0.018387,¥391.43万,8亿*,+6.05%
DCC-DCC,"¥1,453.85万",¥0.008190,¥51524.61,17.75亿*,+3.40%
WET-WeShow Token,"¥1,454.24万",¥0.091042,¥650.05万,1.6亿,+2.92%
CTC-Credit Tag Chain,"¥1,443.54万",¥0.072177,¥52.9万,2亿*,+1.91%
BKX-班凯克斯,"¥1,434.09万",¥0.2069,¥592.56万,"6,931.04万",-14.65%
VECT-微医币,"¥1,420.56万",¥0.047352,--,3亿*,+3.56%
FXT-FuzeX,"¥1,416.1万",¥0.018754,¥3138.11,7.55亿,+0.04%
BTT-BlockTrade,"¥1,415.63万",¥0.2559,¥291.11,"5,531.49万",+3.97%
CT-Coinyee Token,"¥1,414.05万",¥1.0100,--,"1,400万*",-0.95%
IVY-Ivy,"¥1,410.77万",¥0.045940,¥3382.90,3.07亿,+2.31%
EBC-EBCoin,"¥1,396.74万",¥0.003735,¥14766.63,37.4亿,+3.56%
UUU-U Network,"¥1,392.6万",¥0.002363,¥98.79万,58.93亿*,+5.65%
SEER-SEER,"¥1,389.26万",¥0.003388,¥22.17万,41亿,-1.64%
YEED-Yggdrash,"¥1,378.01万",¥0.002805,¥98.33万,49.12亿,+4.51%
HOT-Hydro,"¥1,347.14万",¥0.019190,¥24.64万,7.02亿*,+2.09%
NKC-Nework,"¥1,341.85万",¥0.044728,--,3亿,+2.99%
MRK-MARK.SPACE,"¥1,333.78万",¥0.024368,¥64万,5.47亿,-1.68%
OIO-Online,"¥1,317.86万",¥0.015016,¥72.1246,8.78亿*,-13.92%
QCH-QChi,"¥1,315.64万",¥0.5694,¥43750.99,"2,310.55万*",+1.60%
SKM-时光簿,"¥1,303.83万",¥0.018456,¥514.43万,7.06亿,+8.87%
CBC-CashBet Coin,"¥1,302.75万",¥0.084984,¥16.56万,1.53亿,+7.49%
LCS-Local Coin Swap,"¥1,295.65万",¥0.2474,¥11.13万,"5,236.46万",+8.40%
DIVI-Divi,"¥1,292.85万",¥0.017750,¥42915.40,7.28亿,+12.78%
SOC-All Sports Coin,"¥1,280.17万",¥0.021336,¥96.45万,6亿*,+4.74%
DATX-DATx,"¥1,275.24万",¥0.009166,¥45.34万,13.91亿,+2.63%
LET-林可爱,"¥1,265.63万",¥0.021094,"¥1,064.06万",6亿*,+1.70%
TOS-TOS,"¥1,260.3万",¥0.025206,¥72.54万,5亿*,+3.48%
VITE-VITE,"¥1,256.46万",¥0.071921,¥174.67万,1.75亿,+5.59%
THPC-德扑币,"¥1,254.41万",¥0.003136,¥2934.58,40亿*,-12.71%
CCC-控银币,"¥1,233.02万",¥0.013700,¥76544.41,9亿*,+6.81%
CONI-Coni Token,"¥1,216.06万",¥0.060803,¥86187.26,2亿,+2.96%
SEM-Semux,"¥1,203.43万",¥1.3548,¥2151.89,888.27万,+11.26%
GSC-光速链,"¥1,180.48万",¥0.033728,¥610.01万,3.5亿*,+16.61%
PCH-POPCHAIN CASH,"¥1,172.59万",¥0.019543,¥73.61万,6亿*,-15.57%
POCS-支付链,"¥1,169.4万",¥0.2924,¥20.2万,"4,000万",-12.91%
SAC-SAC,"¥1,162.77万",¥0.1615,¥70461.06,"7,200万*",+18.52%
TKGN-托肯卫士,"¥1,147.44万",¥0.052156,¥44915.26,2.2亿*,+7.04%
HOR-时光币,"¥1,146.42万",¥0.011942,¥45.87万,9.6亿*,+4.16%
HOR-时光币,"¥1,147.75万",¥0.011956,¥45.87万,9.6亿*,+4.16%
TKGN-托肯卫士,"¥1,147.44万",¥0.052156,¥44915.26,2.2亿*,+7.04%
UBEX-Ubex,"¥1,130.75万",¥0.004032,¥197.08万,28.04亿,+3.52%
LIGHT-光链,"¥1,120万",¥0.000267,¥189.46万,420亿,+11.61%
BKK-币客币,"¥1,111.85万",¥0.1040,--,1.07亿*,+1.26%
UBT-Unibright,"¥1,097.89万",¥0.078664,¥46.85万,1.4亿,+6.50%
SOUL-Phantasma,"¥1,097.85万",¥0.1882,¥82.63万,"5,833.29万",+14.14%
BIR-Birake,"¥1,091.53万",¥0.3830,¥51.02万,"2,850.02万",-16.17%
BKBT-币快报币,"¥1,090.37万",¥0.002726,¥34.62万,40亿,-13.38%
SSP-Smartshare,"¥1,089.7万",¥0.004359,¥267.61万,25亿,+18.82%
NBC-Niobium Coin,"¥1,071.72万",¥0.2168,¥90506.40,"4,942.83万",+3.12%
SUQA-SUQA,"¥1,069.73万",¥0.025573,¥145.05万,4.18亿,-1.59%
BXC-BonusCloud Token,"¥1,060.98万",¥0.007394,¥198.3万,14.35亿,+1.91%
CARD-Cardstack,"¥1,056万",¥0.004413,¥84.25万,23.93亿,+5.04%
KIND-Kind Ads Token,"¥1,054.45万",¥0.2985,¥3608.38,"3,531.96万",+9.89%
TOL-Tolar,"¥1,048.17万",¥0.033209,¥117.59万,3.16亿,+4.85%
OSCH-开源链,"¥1,035.43万",¥0.000647,¥13.89万,160亿*,-0.87%
MOL-摩尔,"¥1,031.27万",¥0.000807,¥880.09万,127.82亿*,+4.36%
CZR-标准链,"¥1,013.4万",¥0.032593,¥112.95万,3.11亿*,+18.40%
MOF-分子未来,"¥1,007.58万",¥0.2015,¥184.66万,"5,000万*",+3.65%
FTT-FarmaTrust,¥999.38万,¥0.016656,¥27.68万,6亿,+3.31%
COIN-Coinvest,¥997.5万,¥0.8453,¥3076.22,"1,180.08万",-27.06%
KCASH-KCASH,¥983.16万,¥0.031603,¥239.79万,3.11亿,+1.97%
MAS-Midas Protocol,¥977.86万,¥0.037245,¥36.3万,2.63亿,+11.73%
PSM-普拉森,¥967.36万,¥0.004770,¥355.19,20.28亿,+17.50%
GEN-DAOstack,¥961.1万,¥0.2499,¥3721.63,"3,845.5万",+2.98%
VIN-VINchain,¥947.26万,¥0.019730,¥49.48万,4.8亿*,+2.07%
PXC-妖精币,¥938.21万,¥0.002502,--,37.5亿*,+12.22%
PDX-PDX Blockchain,¥938万,¥0.004690,¥40.1万,20亿*,-2.91%
MESH-MeshBox,¥920.69万,¥0.003410,¥3815.71,27亿*,+5.05%
RMESH-RightMesh,¥913.6万,¥0.1523,¥47.45万,"5,999.97万",-1.38%
MR-怪兽,¥905.75万,¥0.1510,--,"6,000万*",+12.67%
INSUR-InsurChain,¥904.67万,¥0.001085,¥89.88万,83.4亿,+2.60%
BOX-ContentBox,¥897.72万,¥0.011970,¥93313.95,7.5亿,+0.84%
JRC-金融链,¥887.94万,¥0.013271,¥46096.37,6.69亿*,+13.07%
VNX-VisionX,¥875.89万,¥0.002920,¥218.87万,30亿,-0.31%
ZEL-ZelCash,¥871.31万,¥0.1845,¥10780.55,"4,722.53万",-10.57%
COMC-社区链,¥870.45万,¥0.2575,¥54310.21,"3,380万*",0%
BTMX-BTMX Token,¥853.77万,¥0.094863,--,"9,000万*",-2.50%
PPS-预言家,¥853.17万,¥0.021329,¥40.59万,4亿*,-1.02%
DTX-DaTa eXchange,¥847.81万,¥0.3836,¥13470.61,"2,209.99万",+23.85%
DAG-DAG Token,¥838.35万,¥0.041918,¥42963.03,2亿*,+39.97%
FAB-发链,¥836.1万,¥0.2366,¥10034.82,"3,534.44万*",+22.76%
GENE-基因源码链,¥835.72万,¥0.020893,¥16.61万,4亿*,+0.12%
BIKI-BIKI Token,¥830.29万,¥0.048273,--,1.72亿,-1.69%
XMX-XMAX,¥829.15万,¥0.001503,¥71.88万,55.15亿*,+2.91%
RED-红色令牌,¥822.17万,¥0.048363,¥44288.82,1.7亿*,+0.83%
BAI-BAIC,¥816.06万,¥0.000707,¥14.36万,115.5亿*,-13.30%
STK-STK Token,¥809.97万,¥0.024922,¥19.52万,3.25亿*,+2.59%
EGT-Egretia Token,¥808.76万,¥0.002592,¥137.32万,31.2亿,+1.36%
LXT-闪付币,¥807.82万,¥0.011540,¥50.76万,7亿,+7.44%
FOXT-Fox Trading,¥806.42万,¥0.8930,¥161.02万,903万,+3.77%
SS-豆匣,¥806.02万,¥0.028453,¥137.97万,2.83亿,+2.67%
MEET-CoinMeet,¥804.02万,¥0.040201,¥170.41万,2亿,+12.68%
SUSD-sUSD,¥799.77万,¥6.7574,¥14594.88,118.36万,+2.14%
AIT-智能链,¥795.95万,¥0.012634,¥27.28万,6.3亿*,-2.09%
CNMC-农业生态链,¥792.5万,¥0.024015,¥16.02万,3.3亿*,+27.04%
LNC-Linker Coin,¥772.84万,¥0.068529,¥28954.45,1.13亿,+13.67%
BBC-Tradove B2BCoin,¥772.24万,¥0.015445,¥2502.94,5亿,-6.22%
MSR-Masari,¥766.68万,¥0.8813,¥693.46,869.96万,+1.57%
ARP-阿普协议,¥758.57万,¥0.030343,¥153,2.5亿,+3.04%
DAG-Constellation,¥756.98万,¥0.011907,¥22.4万,6.36亿,+3.11%
GARD-Hashgard,¥757.08万,¥0.000488,¥165.17万,155.19亿,+8.26%
PC-推广链,¥752.79万,¥0.001506,¥30.23万,50亿,+4.35%
CBT-Commerceblock,¥751.32万,¥0.043364,¥3286.12,1.73亿,+151.04%
AT-AWARE Token,¥750.16万,¥0.025005,¥32029.01,3亿,-0.66%
ONL-On.Live,¥732.91万,¥0.3634,¥36.76万,"2,016.64万",+2.88%
ETK-EnergiToken,¥732.5万,¥0.005375,¥13121.50,13.63亿,-4.66%
WIRE-AirWire,¥725.34万,¥0.065940,¥7547.25,1.1亿,-2.11%
LFT-Linfinity,¥719.94万,¥0.015999,¥41.21万,4.5亿,+14.29%
BOXX-BOXX Token,¥719.31万,¥0.3139,¥69.87万,"2,291.88万",+13.22%
CIT-海盗币,¥707.28万,¥0.015376,¥3567.67,4.6亿*,+825.54%
SNTR-Silent Notary,¥702.67万,¥0.00008418,¥63.59万,834.71亿,+4.00%
WAB-WABnetwork,¥700.17万,¥0.000704,¥48106.89,99.4亿,+8.04%
CP-CoinPark Token,¥692.88万,¥0.002521,--,27.49亿,+4.42%
KKG-KKGame Token,¥692.41万,¥0.002522,¥5105.64,27.46亿*,-1.80%
OMX-Shivom,¥689.62万,¥0.010384,¥32696.85,6.64亿,-4.92%
PRMI-般若波罗蜜,¥689.4万,¥0.086175,--,"8,000万",-5.47%
VEX-Vexanium,¥688.22万,¥0.022804,¥10.45万,3.02亿,+1.01%
CST-Cryptosolartech,¥685.15万,¥0.1066,¥16.11万,"6,427.88万",-1.80%
DAX-DAEX,¥684.78万,¥0.019308,¥232.93万,3.55亿,-16.39%
RCCC-RCCC,¥684.78万,¥0.1141,¥95.95万,"6,000万*",+11.74%
MT-MyToken,¥684.2万,¥0.007864,¥74.82万,8.7亿,+3.28%
ZPR-ZPER token,¥681.01万,¥0.007040,¥48.46万,9.67亿,+11.34%
ESN-Ethersocial,¥681.32万,¥0.2639,¥12388.23,"2,581.49万",-2.47%
AAA-AAAChain,¥681.2万,¥0.002271,¥42.56万,30亿*,+3.09%
